sen,label_decode,label,raw_sen,length,start
"['b', '）', '口', '服', '1', '0', '%', '葡', '萄', '糖', '酸', '钙', '溶', '液']","['O', 'O', 'B-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施']","[0, 3, 3, 144, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 1]",b）口服10%葡萄糖酸钙溶液,14,0
"['d', ')', '面', '色', '苍', '白', '并', '伴', '有', '轻', '度', '出', '汗']","['O', 'O', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状']","[0, 3, 3, 38, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 1]",d)面色苍白并伴有轻度出汗,13,0
"['2', '.', '1', '6', '血', '袋', '及', '血', '液', '标', '本', '标', '识', '2', '.', '1', '6', '.', '1', '一', '次', '只', '能', '对', '来', '源', '于', '同', '一', '献', '血', '者', '的', '一', '份', '血', '袋', '、', '标', '本', '管', '和', '献', '血', '记', '录', '进', '行', '标', '识']","['O', 'O', 'O', 'O', 'B-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 50, 51, 51, 51, 51, 51, 51, 51, 51, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",2.16血袋及血液标本标识2.16.1一次只能对来源于同一献血者的一份血袋、标本管和献血记录进行标识,50,0
"['6', '.', '2', '.', '3', '妇', '女', '月', '经', '期', '及', '前', '后', '3', 'd', '妊', '娠', '期', '及', '流', '产', '后', '未', '满', '6', '个', '月', '分', '娩', '及', '哺', '乳', '期', '未', '满', '1', '年', '者']","['O', 'O', 'O', 'O', 'O', 'B-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'O', 'O', 'O', 'O', 'O', 'B-献血者分类', 'I-献血者分类', 'I-献血者分类', 'O', 'B-献血者分类', 'I-献血者分类', 'I-献血者分类', 'O', 'O', 'O', 'O', 'O', 'B-献血者分类', 'I-献血者分类', 'O', 'B-献血者分类', 'I-献血者分类', 'I-献血者分类', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 14, 15, 15, 15, 15, 3, 3, 3, 3, 3, 14, 15, 15, 3, 14, 15, 15, 3, 3, 3, 3, 3, 14, 15, 3, 14, 15, 15, 3, 3, 3, 3, 3, 1]",6.2.3妇女月经期及前后3d妊娠期及流产后未满6个月分娩及哺乳期未满1年者,38,0
"['并', '保', '留', '注', '满', '单', '采', '新', '鲜', '冰', '冻', '血', '浆', '经', '热', '合', '的', '导', '管', '至', '少', '1', '0', 'c', 'm', '\u2002', '容', '量', '\u2002', '标', '示', '量', '（', 'm', 'l', '）', '±', '1', '0', '\u2002', '%', '\u2002', '\u2002', '血', '浆', '蛋', '白', '含', '量', '\u2002', '≥', '5', '0', '\u2002', 'g', '/', 'L', '\u2002', 'Ⅶ', '因', '子', '含', '量', '\u2002', '≥', '0', '.', '7', '\u2002', 'I', 'U', '\u2002', '/', 'm', 'l', '\u2002', '无', '菌', '试', '验', '\u2002', '无', '细', '菌', '生', '长', '\u2002', '\u2002', '5', '.', '1', '8', '\u2002', '冷', '沉', '淀', '凝', '血', '因', '子', '\u2002', '冷', '沉', '淀', '凝', '血', '因', '子', '质', '量', '控', '制', '项', '目', '和', '要', '求', '按', '照', '表', '1', '8', '\u2002', '执', '行']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'O', 'B-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'B-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'B-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'B-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-血液', 'I-血液', 'I-血液', 'I-血液', 'I-血液', 'I-血液', 'I-血液', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 12, 13, 3, 54, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 3, 3, 12, 13, 13, 13, 13, 13, 3, 54, 55, 55, 55, 55, 55, 55, 3, 12, 13, 13, 13, 13, 3, 54, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 3, 12, 13, 13, 13, 3, 54, 55, 55, 55, 55, 3, 3, 3, 3, 3, 3, 3, 88, 89, 89, 89, 89, 89, 89, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",并保留注满单采新鲜冰冻血浆经热合的导管至少10cm 容量 标示量（ml）±10 %  血浆蛋白含量 ≥50 g/L Ⅶ因子含量 ≥0.7 IU /ml 无菌试验 无细菌生长  5.18 冷沉淀凝血因子 冷沉淀凝血因子质量控制项目和要求按照表18 执行,125,0
"['5', '、', '献', '血', '不', '良', '反', '应', '的', '记', '录']","['O', 'O', 'B-献血不良反应', 'I-献血不良反应', 'I-献血不良反应', 'I-献血不良反应', 'I-献血不良反应', 'I-献血不良反应', 'I-献血不良反应', 'I-献血不良反应', 'I-献血不良反应']","[0, 3, 3, 166, 167, 167, 167, 167, 167, 167, 167, 167, 1]",5、献血不良反应的记录,11,0
"['⑤', '重', '视', '献', '血', '后', '注', '意', '事', '项', '的', '告', '知', '献', '血', '结', '束']","['O', 'B-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'O', 'O', 'O', 'O']","[0, 3, 142, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 3, 3, 3, 3, 1]",⑤重视献血后注意事项的告知献血结束,17,0
"['r', 'e', 'a', 'c', 't', 'i', 'o', 'n', '献', '血', '相', '关', '并', '发', '症', 'c', 'o', 'm', 'p', 'l', 'i', 'c', 'a', 't', 'i', 'o', 'n', 's']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 58, 59, 59, 59, 59, 59, 59, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",reaction献血相关并发症complications,28,0
"['2', '.', '4', '.', '7', '.', '2', '单', '采', '血', '小', '板', '采', '集', '2', '.', '4', '.', '7', '.', '2', '.', '1', '血', '细', '胞', '分', '离', '机', '开', '启', '并', '进', '行', '自', '检']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 50, 51, 51, 51, 51, 51, 51, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",2.4.7.2单采血小板采集2.4.7.2.1血细胞分离机开启并进行自检,36,0
"['6', '.', '1', '.', '7', '免', '疫', '系', '统', '疾', '病', '患', '者']","['O', 'O', 'O', 'O', 'O', 'B-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'O', 'O']","[0, 3, 3, 3, 3, 3, 36, 37, 37, 37, 37, 37, 3, 3, 1]",6.1.7免疫系统疾病患者,13,0
"['3', '.', '9', '浓', '缩', '红', '细', '胞', 'r', 'e', 'd', 'b', 'l', 'o', 'o', 'd', 'c', 'e', 'l', 'l', 's']","['O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'B-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名']","[0, 3, 3, 3, 58, 59, 59, 59, 59, 20, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 1]",3.9浓缩红细胞redbloodcells,21,0
"['1', '5', '血', '液', '可', '以', '买', '卖', '么', '?', '如', '买', '卖', '血', '液', '会', '受', '到', '何', '种', '处', '罚', '?', '（', '制', '度', '类', '-', '概', '念', '型', '）', '从', '1', '9', '9', '8', '年', '1', '0', '月', '1', '日']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-行为', 'I-行为', 'I-行为', 'I-行为', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",15血液可以买卖么?如买卖血液会受到何种处罚?（制度类-概念型）从1998年10月1日,43,0
"['1', '、', '引', '起', '献', '血', '不', '良', '反', '应', '的', '原', '因']","['O', 'O', 'O', 'O', 'B-献血不良反应', 'I-献血不良反应', 'I-献血不良反应', 'I-献血不良反应', 'I-献血不良反应', 'I-献血不良反应', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 166, 167, 167, 167, 167, 167, 3, 3, 3, 1]",1、引起献血不良反应的原因,13,0
"['3', '.', '5', '常', '居', '菌', 'r', 'e', 's', 'i', 'd', 'e', 'n', 't']","['O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 58, 59, 59, 3, 3, 3, 3, 3, 3, 3, 3, 1]",3.5常居菌resident,14,0
"['本', '标', '准', '主', '要', '起', '草', '人', '郭', '永', '建', '、', '徐', '健', '、', '郭', '瑾', '、', '陈', '辉', '、', '曾', '嘉']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-起草人', 'I-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 82, 83, 83, 3, 82, 83, 3, 82, 83, 3, 82, 83, 3, 82, 83, 1]",本标准主要起草人郭永建、徐健、郭瑾、陈辉、曾嘉,23,0
"['3', '.', '2', '6', '杀', '灭', '时', '间', 'k', 'i', 'l', 'l', 'i', 'n', 'g', 't', 'i', 'm', 'e', 'k', 'T']","['O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'B-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名']","[0, 3, 3, 3, 3, 58, 59, 59, 59, 20, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 1]",3.26杀灭时间killingtimekT,21,0
"['5', '.', '1', '.', '6', '应', '配', '备', '干', '手', '用', '品', '或', '设', '施']","['O', 'O', 'O', 'O', 'O', 'B-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求']","[0, 3, 3, 3, 3, 3, 54, 55, 55, 55, 55, 55, 55, 55, 55, 55, 1]",5.1.6应配备干手用品或设施,15,0
"['含', '量', '≥', '3', '6', 'g', '\u2002', '血', '细', '胞', '比', '容', '\u2002', '0', '.', '6', '0', '\u2002', '–', '\u2002', '0', '.', '7', '5', '\u2002', '白', '细', '胞', '残', '留', '量', '\u2002', '来', '源', '于', '2', '0', '0', '\u2002', 'm', 'l', '全', '血']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'B-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 12, 13, 13, 13, 13, 3, 54, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 3, 12, 13, 13, 13, 13, 13, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",含量≥36g 血细胞比容 0.60 – 0.75 白细胞残留量 来源于200 ml全血,43,0
"['那', '么', '所', '谓', '的', '“', '熊', '猫', '血', '”', '有', '什', '么', '特', '征', '呢', '?', '1', '、', 'R', 'h', '阴', '性', '血', '非', '常', '稀', '有', 'R', 'H', '阴', '性', '血', '型', '与', 'A', 'B', 'O', '血', '型', '不', '同']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-血液产品', 'I-血液产品', 'I-血液产品', 'I-血液产品', 'I-血液产品', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 11, 11, 11, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",那么所谓的“熊猫血”有什么特征呢?1、Rh阴性血非常稀有RH阴性血型与ABO血型不同,42,0
"['2', '.', '1', '1', '.', '2', '单', '采', '血', '小', '板', '采', '集', '2', '.', '1', '1', '.', '2', '.', '1', '静', '脉', '穿', '刺', '成', '功', '后']","['O', 'O', 'O', 'O', 'O', 'O', 'B-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 50, 51, 51, 51, 51, 51, 51, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",2.11.2单采血小板采集2.11.2.1静脉穿刺成功后,28,0
"['类', '献', '血', '相', '关', '其', '他', '不', '良', '反', '应', '不', '属', '于', '3', '.', '1', '～', '3', '.', '3', '所', '述', '的', '其', '他', '献', '血', '不', '良', '反', '应', '归', '入', '该', '类']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-D类-献血相关其他不良反应', 'I-D类-献血相关其他不良反应', 'I-D类-献血相关其他不良反应', 'I-D类-献血相关其他不良反应', 'I-D类-献血相关其他不良反应', 'I-D类-献血相关其他不良反应', 'I-D类-献血相关其他不良反应', 'I-D类-献血相关其他不良反应', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 122, 123, 123, 123, 123, 123, 123, 123, 3, 3, 3, 3, 1]",类献血相关其他不良反应不属于3.1～3.3所述的其他献血不良反应归入该类,36,0
"['主', '要', '表', '现', '有', '荨', '麻', '疹', '、', '眶', '周', '水', '肿', '、', '呼', '吸', '困', '难', '、', '唇', '周', '发', '红', '肿', '胀']","['O', 'O', 'O', 'O', 'O', 'B-症状', 'I-症状', 'I-症状', 'O', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'O', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'O', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状']","[0, 3, 3, 3, 3, 3, 38, 39, 39, 3, 38, 39, 39, 39, 3, 38, 39, 39, 39, 3, 38, 39, 39, 39, 39, 39, 1]",主要表现有荨麻疹、眶周水肿、呼吸困难、唇周发红肿胀,25,0
"['f', ')', '松', '开', '紧', '身', '的', '衣', '服']","['O', 'O', 'B-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施']","[0, 3, 3, 144, 145, 145, 145, 145, 145, 145, 1]",f)松开紧身的衣服,9,0
"['6', '9', '我', '献', '出', '的', '血', '液']","['O', 'O', 'O', 'O', 'O', 'O', 'B-血液产品', 'I-血液产品']","[0, 3, 3, 3, 3, 3, 3, 10, 11, 1]",69我献出的血液,8,0
"['2', '.', '1', '7', '热', '合', '2', '.', '1', '7', '.', '1', '热', '合', '分', '离', '针', '头']","['O', 'O', 'O', 'O', 'B-血液采集', 'I-血液采集', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 50, 51, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",2.17热合2.17.1热合分离针头,18,0
"['1', '.', '4', '询', '问', '和', '查', '询', '既', '往', '献', '血', '史', '1', '.', '4', '.', '1', '询', '问', '献', '血', '者', '和', '查', '询', '血', '液', '管', '理', '信', '息', '系', '统', '有', '无', '既', '往', '献', '血', '史']","['O', 'O', 'O', 'B-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 48, 49, 49, 49, 49, 49, 49, 49, 49, 49, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",1.4询问和查询既往献血史1.4.1询问献血者和查询血液管理信息系统有无既往献血史,41,0
"['c', ')', '在', '献', '血', '者', '周', '围', '设', '屏', '风', '以', '隔', '离']","['O', 'O', 'B-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施']","[0, 3, 3, 144, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 1]",c)在献血者周围设屏风以隔离,14,0
"['5', '.', '3', '职', '业', '防', '护', '5', '.', '3', '.', '1', '应', '根', '据', '不', '同', '的', '消', '毒', '与', '灭', '菌', '方', '法']","['O', 'O', 'O', 'B-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 152, 153, 153, 153, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",5.3职业防护5.3.1应根据不同的消毒与灭菌方法,25,0
"['预', '防', '和', '处', '置', '5', '.', '1', '献', '血', '前', '辅', '导', '5', '.', '1', '.', '1', '编', '制', '献', '血', '辅', '导', '材', '料']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 142, 143, 143, 143, 143, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",预防和处置5.1献血前辅导5.1.1编制献血辅导材料,26,0
"['甚', '则', '晕', '厥']","['O', 'O', 'B-症状', 'I-症状']","[0, 3, 3, 38, 39, 1]",甚则晕厥,4,0
"['其', '含', '量', '用', 'm', 'g', '/', 'L', '或', '%', '(', 'g', '/', '1', '0', '0', 'm', 'L', ')', '浓', '度', '表', '示', '3', '.', '2', '1', '生', '物', '指', '示', '物', 'b', 'i', 'o', 'l', 'o', 'g', 'i', 'c', 'a', 'l']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 58, 59, 59, 59, 59, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",其含量用mg/L或%(g/100mL)浓度表示3.21生物指示物biological,42,0
"['3', '.', '1', '6', '灭', '菌', '水', '平', 's', 't', 'e', 'r', 'i', 'l', 'i', 'z', 'a', 't', 'i', 'o', 'n']","['O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 58, 59, 59, 59, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",3.16灭菌水平sterilization,21,0
"['6', '.', '1', '.', '1', '7', '某', '些', '职', '业', '病', '患', '者']","['O', 'O', 'O', 'O', 'O', 'O', 'B-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 36, 37, 37, 37, 37, 3, 3, 1]",6.1.17某些职业病患者,13,0
"['4', '0', '0', 'm', 'L', '规', '格', '的', '全', '血', '容', '量', '为', '4', '0', '0', 'm', 'L', '±', '4', '0', 'm', 'L', '血', '红', '蛋', '白', '含', '量', '2', '0', '0', 'm', 'L', '规', '格', '的', '全', '血', '含', '量', '＞', '2', '0', 'g']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 12, 13, 13, 13, 13, 13, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",400mL规格的全血容量为400mL±40mL血红蛋白含量200mL规格的全血含量＞20g,45,0
"['e', ')', '5', '级', '肯', '定', '无', '关']","['O', 'O', 'B-献血相关性评估', 'I-献血相关性评估', 'I-献血相关性评估', 'I-献血相关性评估', 'I-献血相关性评估', 'I-献血相关性评估']","[0, 3, 3, 126, 127, 127, 127, 127, 127, 1]",e)5级肯定无关,8,0
"['\u2002', '3', '.', '2', '3', '冰', '冻', '血', '浆', '\u2002', '\u2002', 'f', 'r', 'o', 'z', 'e', 'n', '\u2002', 'p', 'l', 'a', 's', 'm', 'a', '\u2002', 'a', 'n', 'd', '\u2002', 'f', 'r', 'o', 'z', 'e', 'n', '\u2002', 'p', 'l', 'a', 's', 'm', 'a', '\u2002', 'c', 'r', 'y', 'o', 'p', 'r', 'e', 'c', 'i', 'p', 'i', 't', 'a', 't', 'e', '\u2002', 'r', 'e', 'd', 'u', 'c', 'e', 'd', '\u2002', '采', '用', '特', '定', '的', '方', '法', '在', '全', '血', '的', '有', '效', '期', '内']","['O', 'O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 58, 59, 59, 59, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]", 3.23冰冻血浆  frozen plasma and frozen plasma cryoprecipitate reduced 采用特定的方法在全血的有效期内,82,0
